300000 1.0E-4 10 996
300000 1.0E-4 9 6
300000 1.0E-4 8 4
300000 1.0E-4 8 5
300000 2.0E-4 10 6
300000 2.0E-4 10 6
300000 2.0E-4 10 6
300000 2.0E-4 12 6
300000 2.0E-4 10 39
300000 3.0E-4 8 6
300000 3.0E-4 8 7
300000 3.0E-4 8 7
300000 3.0E-4 8 98
300000 3.0E-4 8 6
300000 4.0E-4 1 2
300000 4.0E-4 1 1
300000 4.0E-4 1 1
300000 4.0E-4 1 1
300000 4.0E-4 0 1
300000 5.0E-4 2 1
300000 5.0E-4 1 2
300000 5.0E-4 0 1
300000 5.0E-4 1 1
300000 5.0E-4 1 2

400000 1.0E-4 21 12
400000 1.0E-4 22 11
400000 1.0E-4 23 163
400000 1.0E-4 19 10
400000 1.0E-4 19 10
400000 2.0E-4 15 11
400000 2.0E-4 14 11
400000 2.0E-4 15 10
400000 2.0E-4 15 10
400000 2.0E-4 15 10
400000 3.0E-4 15 10
400000 3.0E-4 14 11
400000 3.0E-4 15 11
400000 3.0E-4 15 49
400000 3.0E-4 15 11
400000 4.0E-4 1 2
400000 4.0E-4 0 1
400000 4.0E-4 1 212
400000 4.0E-4 1 1
400000 4.0E-4 1 1
400000 5.0E-4 17 10
400000 5.0E-4 19 10
400000 5.0E-4 19 10
400000 5.0E-4 19 11
400000 5.0E-4 18 10

500000 1.0E-4 17 10
500000 1.0E-4 16 11
500000 1.0E-4 17 11
500000 1.0E-4 17 12
500000 1.0E-4 2342 10
500000 2.0E-4 9 8
500000 2.0E-4 8 9
500000 2.0E-4 8 9
500000 2.0E-4 8 8
500000 2.0E-4 7 8
500000 3.0E-4 27 14
500000 3.0E-4 27 1400
500000 3.0E-4 26 14
500000 3.0E-4 25 15
500000 3.0E-4 26 14
500000 4.0E-4 1 1
500000 4.0E-4 1 1
500000 4.0E-4 0 1
500000 4.0E-4 0 2
500000 4.0E-4 0 1
500000 5.0E-4 28 15
500000 5.0E-4 27 15
500000 5.0E-4 28 14
500000 5.0E-4 28 14
500000 5.0E-4 27 260

600000 1.0E-4 42 22
600000 1.0E-4 43 23
600000 1.0E-4 43 23
600000 1.0E-4 43 1470
600000 1.0E-4 39 21
600000 2.0E-4 26 18
600000 2.0E-4 26 18
600000 2.0E-4 26 19
600000 2.0E-4 26 19
600000 2.0E-4 25 19
600000 3.0E-4 42 22
600000 3.0E-4 42 361
600000 3.0E-4 40 21
600000 3.0E-4 42 21
600000 3.0E-4 41 22
600000 4.0E-4 10 11
600000 4.0E-4 11 11
600000 4.0E-4 10 11
600000 4.0E-4 11 11
600000 4.0E-4 10 11
600000 5.0E-4 17 14
600000 5.0E-4 18 14
600000 5.0E-4 17 549
600000 5.0E-4 17 13
600000 5.0E-4 17 13

700000 1.0E-4 39 2282
700000 1.0E-4 36 26
700000 1.0E-4 37 163
700000 1.0E-4 41 29
700000 1.0E-4 38 26
700000 2.0E-4 38 16
700000 2.0E-4 39 17
700000 2.0E-4 39 17
700000 2.0E-4 42 17
700000 2.0E-4 908 17
700000 3.0E-4 41 30
700000 3.0E-4 41 31
700000 3.0E-4 44 31
700000 3.0E-4 45 30
700000 3.0E-4 42 30
700000 4.0E-4 11 12
700000 4.0E-4 12 12
700000 4.0E-4 10 12
700000 4.0E-4 72 12
700000 4.0E-4 11 12
700000 5.0E-4 53 32
700000 5.0E-4 54 33
700000 5.0E-4 54 32
700000 5.0E-4 56 32
700000 5.0E-4 55 95

800000 1.0E-4 28 202
800000 1.0E-4 26 21
800000 1.0E-4 26 21
800000 1.0E-4 27 218
800000 1.0E-4 27 22
800000 2.0E-4 48 35
800000 2.0E-4 47 33
800000 2.0E-4 46 35
800000 2.0E-4 47 2561
800000 2.0E-4 46 35
800000 3.0E-4 52 40
800000 3.0E-4 53 38
800000 3.0E-4 53 38
800000 3.0E-4 52 38
800000 3.0E-4 53 128
800000 4.0E-4 74 43
800000 4.0E-4 75 43
800000 4.0E-4 75 44
800000 4.0E-4 74 44
800000 4.0E-4 74 131
800000 5.0E-4 34 23
800000 5.0E-4 36 23
800000 5.0E-4 36 22
800000 5.0E-4 36 24
800000 5.0E-4 36 24

100000 1.0E-4 9 6
100000 1.0E-4 7 21
100000 1.0E-4 3 4
100000 1.0E-4 3 4
100000 1.0E-4 1 16

100000 1.0E-4 4 5
100000 1.0E-4 3 19
100000 1.0E-4 3 2
100000 1.0E-4 3 2
100000 1.0E-4 1 3

100000 1.0E-4 6 6
100000 1.0E-4 6 22
100000 1.0E-4 3 3
100000 1.0E-4 2 3
100000 1.0E-4 1 7

100000 1.0E-4 5 6
100000 1.0E-4 4 20
100000 1.0E-4 4 2
100000 1.0E-4 2 2
100000 1.0E-4 2 3

200000 1.0E-4 3 5
200000 1.0E-4 2 9
200000 1.0E-4 2 24
200000 1.0E-4 2 26
200000 1.0E-4 2 25

300000 1.0E-4 5 29
300000 1.0E-4 5 26
300000 1.0E-4 5 17
300000 1.0E-4 5 1
300000 1.0E-4 4 2

400000 1.0E-4 22 13
400000 1.0E-4 24 54
400000 1.0E-4 22 819
400000 1.0E-4 18 10
400000 1.0E-4 18 9

500000 1.0E-4 23 11
500000 1.0E-4 23 11
500000 1.0E-4 23 11
500000 1.0E-4 23 11
500000 1.0E-4 25 12

100000 1.0E-4 9 8
100000 1.0E-4 7 20
100000 1.0E-4 2 4
100000 1.0E-4 2 4
100000 1.0E-4 2 11

200000 1.0E-4 3 22
200000 1.0E-4 3 23
200000 1.0E-4 2 22
200000 1.0E-4 1 16
200000 1.0E-4 2 17

300000 1.0E-4 10 6
300000 1.0E-4 10 5
300000 1.0E-4 11 5
300000 1.0E-4 41 6
300000 1.0E-4 9 5

400000 1.0E-4 7 4
400000 1.0E-4 6 733
400000 1.0E-4 7 3
400000 1.0E-4 5 3
400000 1.0E-4 6 3

500000 1.0E-4 11 5
500000 1.0E-4 11 6
500000 1.0E-4 11 5
500000 1.0E-4 12 5
500000 1.0E-4 11 6

100000 1.0E-4 8 7

100000 1.0E-4 1 4

100000 1.0E-4 6 5

100000 1.0E-4 9 7

100000 1.0E-4 8 6

100000 1.0E-4 1 4

100000 1.0E-4 3 5

100000 1.0E-4 5 5

100000 1.0E-4 10 6

100000 1.0E-4 1 4

100000 1.0E-4 9 6

100000 1.0E-4 4 5

100000 1.0E-4 4 4

100000 1.0E-4 7 6

100000 1.0E-4 2 5

100000 1.0E-4 6 6

100000 1.0E-4 9 7

100000 1.0E-4 8 7
100000 1.0E-4 7 21
100000 1.0E-4 3 4
100000 1.0E-4 3 4
100000 1.0E-4 2 20

200000 1.0E-4 11 56
200000 1.0E-4 5 34
200000 1.0E-4 5 23
200000 1.0E-4 4 27
200000 1.0E-4 5 31

300000 1.0E-4 13 6
300000 1.0E-4 13 45
300000 1.0E-4 11 4
300000 1.0E-4 12 5
300000 1.0E-4 11 5

400000 1.0E-4 751 7
400000 1.0E-4 13 7
400000 1.0E-4 13 7
400000 1.0E-4 13 6
400000 1.0E-4 14 6

500000 1.0E-4 28 12
500000 1.0E-4 27 11
500000 1.0E-4 29 13
500000 1.0E-4 31 14
500000 1.0E-4 30 14

200000 1.0E-4 2 4
200000 1.0E-4 2 2
200000 1.0E-4 2 1
200000 1.0E-4 2 1
200000 1.0E-4 2 2

100000 1.0E-4 6 6
100000 1.0E-4 4 18
100000 1.0E-4 4 2
100000 1.0E-4 2 2
100000 1.0E-4 2 3


200000 1.0E-4 12 9
200000 1.0E-4 5 5
200000 1.0E-4 6 5
200000 1.0E-4 6 34
200000 1.0E-4 3 37

200000 1.0E-4 7 6
200000 1.0E-4 5 3
200000 1.0E-4 2 3
200000 1.0E-4 3 3
200000 1.0E-4 2 4

600000 1.0E-4 35 74
600000 1.0E-4 19 108
600000 1.0E-4 12 82
600000 1.0E-4 12 31
600000 1.0E-4 12 7

700000 1.0E-4 20 10
700000 1.0E-4 20 10
700000 1.0E-4 19 9
700000 1.0E-4 21 10
700000 1.0E-4 20 10

800000 1.0E-4 46 24
800000 1.0E-4 44 198
800000 1.0E-4 47 23
800000 1.0E-4 37 22
800000 1.0E-4 39 20

900000 1.0E-4 63 30
900000 1.0E-4 63 32
900000 1.0E-4 62 32
900000 1.0E-4 62 35
900000 1.0E-4 65 132

100000 1.0E-4 62 36
100000 1.0E-4 64 40
100000 1.0E-4 67 34
100000 1.0E-4 64 39
100000 1.0E-4 146 32

1000000 1.0E-4 45 28
1000000 1.0E-4 31 111
1000000 1.0E-4 21 111
1000000 1.0E-4 19 8
1000000 1.0E-4 19 21

600000 1.0E-4 17 65
600000 1.0E-4 9 9
600000 1.0E-4 14 56
600000 1.0E-4 6 40
600000 1.0E-4 5 23

600000 1.0E-4 18 10
600000 1.0E-4 12 58
600000 1.0E-4 6 8
600000 1.0E-4 7 36
600000 1.0E-4 4 42

100000 1.0E-4 15 460
100000 1.0E-4 15 30
100000 1.0E-4 15 7
100000 1.0E-4 14 7
100000 1.0E-4 14 7

600000 1.0E-4 6 6
600000 1.0E-4 4 72
600000 1.0E-4 4 4
600000 1.0E-4 1 3
600000 1.0E-4 2 3

