数据量:1000000 查询跨度:0.1 线程个数:8 开销 机器自身核心数：2
策略类型:queryThreadAverage 18
策略类型:queryThreadCross 16
策略类型:queryThreadFrontAverage 30
策略类型:queryThreadFrontCross 14

